Event	Start	End	Code cours
2492-07	19-10-2021 09:00:00	19-10-2021 12:00:00	SPAT0020-A-b
25072-07	19-10-2021 15:00:00	19-10-2021 16:30:00	DROI1102-A-a
2530-07	19-10-2021 10:45:00	19-10-2021 12:45:00	LANG5001-A-a
25377-07	19-10-2021 13:30:00	19-10-2021 15:30:00	MATH2019-A-a
2548-07	19-10-2021 15:30:00	19-10-2021 16:30:00	PHYS0956-B-b
2555-07	19-10-2021 14:00:00	19-10-2021 16:00:00	MATH2017-A-a
2582-07	19-10-2021 09:00:00	19-10-2021 11:00:00	DROI1284-A-a
2583-07	19-10-2021 16:00:00	19-10-2021 18:00:00	DROI2210-A-a
25839-07	19-10-2021 10:30:00	19-10-2021 12:30:00	DROI0724-A-a
2584-07	19-10-2021 16:00:00	19-10-2021 18:00:00	DROI0895-A-a
2589-07	19-10-2021 15:30:00	19-10-2021 17:00:00	MATH0055-A-b
26060-07	19-10-2021 13:45:00	19-10-2021 17:45:00	MECA0032-A-a
26087-07	19-10-2021 08:15:00	19-10-2021 10:15:00	LANG4015-A-a
26091-07	19-10-2021 08:00:00	19-10-2021 11:00:00	LOGO1140-A-a
26110-07	19-10-2021 15:00:00	19-10-2021 17:00:00	LROM0104-A-a
2614-07	19-10-2021 13:00:00	19-10-2021 15:00:00	SPOL2352-A-a
2620-07	19-10-2021 08:00:00	19-10-2021 09:30:00	STAT1208-A-b
2629-07	19-10-2021 15:15:00	19-10-2021 18:15:00	LANG1916-A-a
26467-07	19-10-2021 10:15:00	19-10-2021 12:15:00	MATH0510-A-a
2660-07	19-10-2021 13:30:00	19-10-2021 15:30:00	BIOC1006-A-a
2662-07	19-10-2021 10:00:00	19-10-2021 12:00:00	SPAT0075-A-a
2694-07	19-10-2021 08:15:00	19-10-2021 10:15:00	LANG0076-E-a
2755-07	19-10-2021 08:00:00	19-10-2021 12:30:00	EDPH0614-A-a
2799-07	19-10-2021 08:00:00	19-10-2021 10:00:00	GEST3013-A-a
2877-07	19-10-2021 08:00:00	19-10-2021 10:00:00	HIST0075-A-b
2878-07	19-10-2021 09:00:00	19-10-2021 11:00:00	ASPE0010-A-a
2879-07	19-10-2021 09:00:00	19-10-2021 11:00:00	LGER0202-A-a
2880-07	19-10-2021 10:00:00	19-10-2021 12:00:00	HIST0042-A-a
288-07	19-10-2021 14:00:00	19-10-2021 17:00:00	ANTH0007-A-a
2881-07	19-10-2021 10:00:00	19-10-2021 12:00:00	HIST0007-A-c
2882-07	19-10-2021 11:00:00	19-10-2021 13:00:00	ASIE0005-A-a
2883-07	19-10-2021 12:00:00	19-10-2021 14:00:00	LROM0037-A-a
2908-07	19-10-2021 14:00:00	19-10-2021 16:00:00	PEAV0005-A-a
2909-07	19-10-2021 14:00:00	19-10-2021 16:00:00	ASIE0002-A-a
2910-07	19-10-2021 14:00:00	19-10-2021 16:00:00	HIST0008-A-d
2913-07	19-10-2021 16:00:00	19-10-2021 18:00:00	ASIE0012-A-b
2925-07	19-10-2021 13:45:00	19-10-2021 17:45:00	GCIV0133-A-g
2942-07	19-10-2021 08:15:00	19-10-2021 10:15:00	MATH0495-A-a
2948-07	19-10-2021 13:30:00	19-10-2021 17:30:00	GBIO0029-A-a
300-07	19-10-2021 09:30:00	19-10-2021 11:30:00	CHIR0232-A-a
3003-07	19-10-2021 08:30:00	19-10-2021 12:30:00	GEOG0222-A-c
301-07	19-10-2021 10:15:00	19-10-2021 12:15:00	PHYS1985-A-a
3037-07	19-10-2021 08:30:00	19-10-2021 10:00:00	LANG0041-A-b
3040-07	19-10-2021 09:00:00	19-10-2021 11:00:00	LANG0001-A-b
306-07	19-10-2021 15:30:00	19-10-2021 17:30:00	MATH0073-B-a
3133-07	19-10-2021 13:30:00	19-10-2021 18:00:00	EDPH0704-A-a
326-07	19-10-2021 11:00:00	19-10-2021 13:00:00	SOCI0085-A-a
3264-07	19-10-2021 08:00:00	19-10-2021 12:30:00	EDPH0707-A-a
3269-07	19-10-2021 10:45:00	19-10-2021 12:45:00	PSYC1197-A-a
3281-07	19-10-2021 14:00:00	19-10-2021 17:00:00	KINE0642-A-a
330-07	19-10-2021 13:00:00	19-10-2021 15:00:00	SOCI0111-A-a
3310-07	19-10-2021 14:00:00	19-10-2021 17:00:00	QUAL0724-A-a
333-07	19-10-2021 13:00:00	19-10-2021 16:00:00	SOCI2243-A-a
338-07	19-10-2021 13:30:00	19-10-2021 15:30:00	PHYS3018-A-a
3385-07	19-10-2021 09:00:00	19-10-2021 11:00:00	PHIL0040-A-a
3386-07	19-10-2021 09:00:00	19-10-2021 10:00:00	LCLA0089-A-a
3387-07	19-10-2021 10:00:00	19-10-2021 12:00:00	PHIL0003-A-a
3388-07	19-10-2021 11:00:00	19-10-2021 13:00:00	PEAV0003-A-a
3389-07	19-10-2021 11:00:00	19-10-2021 13:00:00	LROM0136-A-a
3390-07	19-10-2021 12:00:00	19-10-2021 13:00:00	HIST0002-A-a
3400-07	19-10-2021 13:30:00	19-10-2021 15:30:00	GRHO0045-A-a
3416-07	19-10-2021 12:00:00	19-10-2021 13:00:00	LCLA0087-A-a
3417-07	19-10-2021 15:00:00	19-10-2021 17:00:00	LGER0081-A-a
3418-07	19-10-2021 16:00:00	19-10-2021 18:00:00	HIST0080-A-a
3421-07	19-10-2021 16:00:00	19-10-2021 18:00:00	HAAR0072-A-b
3448-07	19-10-2021 08:15:00	19-10-2021 10:15:00	MATH0487-A-b
3451-07	19-10-2021 14:00:00	19-10-2021 17:00:00	GBIO0022-A-a
3546-07	19-10-2021 13:30:00	19-10-2021 15:00:00	LANG0920-A-b
3548-07	19-10-2021 13:30:00	19-10-2021 15:00:00	LANG0920-A-b
3551-07	19-10-2021 10:30:00	19-10-2021 12:30:00	STAT0082-A-a
361-07	19-10-2021 15:00:00	19-10-2021 17:00:00	MATH2023-A-a
364-07	19-10-2021 08:30:00	19-10-2021 10:30:00	DOCU0044-A-a
368-07	19-10-2021 18:00:00	19-10-2021 21:00:00	FINA0041-A-a
3727-07	19-10-2021 16:30:00	19-10-2021 18:00:00	LANG9903-A-a
3822-07	19-10-2021 15:45:00	19-10-2021 17:45:00	PHYS2009-B-a
3827-07	19-10-2021 13:00:00	19-10-2021 15:00:00	LROM0108-A-e
3828-07	19-10-2021 13:00:00	19-10-2021 15:00:00	LROM9065-A-d
3829-07	19-10-2021 14:00:00	19-10-2021 16:00:00	LROM0056-A-e
3830-07	19-10-2021 14:00:00	19-10-2021 16:00:00	HAAR0167-A-a
3831-07	19-10-2021 14:00:00	19-10-2021 16:00:00	HAAR0071-A-a
3832-07	19-10-2021 15:00:00	19-10-2021 16:30:00	LCLA0077-A-a
3833-07	19-10-2021 14:00:00	19-10-2021 16:00:00	LLOR0095-A-a
3835-07	19-10-2021 17:00:00	19-10-2021 19:00:00	LROM0190-A-b
3853-07	19-10-2021 10:30:00	19-10-2021 12:30:00	YSTG9026-A-a
3887-07	19-10-2021 10:45:00	19-10-2021 12:45:00	LANG5001-A-a
3902-07	19-10-2021 15:45:00	19-10-2021 17:45:00	CHIM0714-A-a
394-07	19-10-2021 13:00:00	19-10-2021 15:00:00	PHIL0214-A-b
3945-07	19-10-2021 17:00:00	19-10-2021 19:00:00	PSYC0047-A-a
3952-07	19-10-2021 11:00:00	19-10-2021 13:00:00	PSYC1087-A-a
3959-07	19-10-2021 10:30:00	19-10-2021 12:00:00	SBIM0493-A-b
3972-07	19-10-2021 13:30:00	19-10-2021 18:00:00	EDPH0703-A-a
3987-07	19-10-2021 08:00:00	19-10-2021 10:00:00	PATH3008-A-a
404-07	19-10-2021 17:00:00	19-10-2021 19:00:00	SOCI0091-A-a
410-07	19-10-2021 15:45:00	19-10-2021 17:45:00	CHIM9263-A-a
4142-07	19-10-2021 13:00:00	19-10-2021 16:00:00	PEDA4058-A-a
4144-07	19-10-2021 17:00:00	19-10-2021 20:00:00	PEDA1157-A-b
4334-07	19-10-2021 13:00:00	19-10-2021 16:00:00	HIST0081-A-a
4336-07	19-10-2021 14:00:00	19-10-2021 16:00:00	HIST0029-A-a
4337-07	19-10-2021 14:00:00	19-10-2021 17:00:00	LROM0132-A-a
4338-07	19-10-2021 14:00:00	19-10-2021 16:00:00	FLES0005-A-a
4339-07	19-10-2021 14:00:00	19-10-2021 16:00:00	PHIL0013-A-a
4340-07	19-10-2021 16:00:00	19-10-2021 19:00:00	PHIL0079-A-a
4341-07	19-10-2021 17:00:00	19-10-2021 18:00:00	HIST0031-A-a
4363-07	19-10-2021 13:00:00	19-10-2021 17:00:00	SPAT0027-A-b
4375-07	19-10-2021 08:00:00	19-10-2021 10:00:00	LOGO4006-A-a
4387-07	19-10-2021 10:30:00	19-10-2021 12:30:00	LANG0077-D-a
4452-07	19-10-2021 08:00:00	19-10-2021 10:00:00	PSYC1055-A-a
4458-07	19-10-2021 09:00:00	19-10-2021 11:00:00	PSYC0909-A-b
4490-07	19-10-2021 08:30:00	19-10-2021 12:30:00	MATH0067-A-a
4510-07	19-10-2021 08:30:00	19-10-2021 10:30:00	EPID0005-A-a
4574-07	19-10-2021 08:15:00	19-10-2021 09:45:00	LANG0040-A-b
4583-07	19-10-2021 08:30:00	19-10-2021 10:00:00	MATH0209-A-c
46-07	19-10-2021 13:00:00	19-10-2021 16:00:00	DROI1342-A-a
4652-07	19-10-2021 14:00:00	19-10-2021 16:00:00	LANG3005-A-a
4736-07	19-10-2021 13:30:00	19-10-2021 15:00:00	PEDA0641-A-f
4742-07	19-10-2021 11:00:00	19-10-2021 13:00:00	YSTG9017-A-a
4743-07	19-10-2021 14:00:00	19-10-2021 16:00:00	LANG0031-C-a
4760-07	19-10-2021 13:00:00	19-10-2021 15:00:00	LANG9905-A-a
4805-07	19-10-2021 10:30:00	19-10-2021 12:30:00	LANG0030-B-a
481-07	19-10-2021 09:00:00	19-10-2021 11:00:00	HREL0014-A-a
4825-07	19-10-2021 15:45:00	19-10-2021 17:45:00	INFO2009-A-b
4829-07	19-10-2021 14:00:00	19-10-2021 18:00:00	BIOL0003-A-a
4833-07	19-10-2021 15:45:00	19-10-2021 17:45:00	INFO2009-A-b
4838-07	19-10-2021 12:00:00	19-10-2021 14:00:00	LANG0051-B-a
4845-07	19-10-2021 13:00:00	19-10-2021 15:00:00	LANG0051-B-a
4850-07	19-10-2021 10:30:00	19-10-2021 12:30:00	ERAS0001-A-a
4916-07	19-10-2021 09:00:00	19-10-2021 12:00:00	SEMI0736-A-a
4933-07	19-10-2021 10:15:00	19-10-2021 12:15:00	PATH3011-A-a
498-07	19-10-2021 13:30:00	19-10-2021 17:30:00	ARCH2219-A-b
4983-07	19-10-2021 13:00:00	19-10-2021 15:00:00	LANG0044-A-f
4991-07	19-10-2021 08:30:00	19-10-2021 12:30:00	GCIV0643-A-a
4992-07	19-10-2021 09:00:00	19-10-2021 11:00:00	LANG0148-A-e
5029-07	19-10-2021 09:00:00	19-10-2021 13:00:00	UEEN0001-A-a
5113-07	19-10-2021 15:30:00	19-10-2021 17:00:00	LANG0901-A-b
5114-07	19-10-2021 12:00:00	19-10-2021 13:30:00	LANG0922-A-b
5116-07	19-10-2021 09:00:00	19-10-2021 12:00:00	LANG3991-A-b
5162-07	19-10-2021 13:30:00	19-10-2021 15:30:00	INFO2009-A-b
5179-07	19-10-2021 14:00:00	19-10-2021 16:00:00	LANG0051-B-a
5180-07	19-10-2021 11:00:00	19-10-2021 13:00:00	LANG0051-B-a
5183-07	19-10-2021 11:00:00	19-10-2021 13:00:00	LANG0051-B-a
5184-07	19-10-2021 10:30:00	19-10-2021 12:30:00	LANG0051-B-a
5224-07	19-10-2021 08:30:00	19-10-2021 12:00:00	LOGI0011-A-a
5258-07	19-10-2021 08:30:00	19-10-2021 12:30:00	ARCH0006-A-b
5285-07	19-10-2021 08:30:00	19-10-2021 12:30:00	INFO0016-A-a
5286-07	19-10-2021 13:45:00	19-10-2021 17:45:00	INFO0939-A-a
531-07	19-10-2021 13:30:00	19-10-2021 15:00:00	MATH0257-A-b
5374-07	19-10-2021 08:30:00	19-10-2021 12:30:00	ELEN0017-A-a
5416-07	19-10-2021 08:45:00	19-10-2021 10:45:00	CHIM0725-B-a
5491-07	19-10-2021 11:00:00	19-10-2021 13:00:00	LANG0086-A-c
5500-07	19-10-2021 11:30:00	19-10-2021 13:30:00	LANG0086-A-c
5509-07	19-10-2021 13:45:00	19-10-2021 17:45:00	PHYS0211-A-c
5601-07	19-10-2021 08:30:00	19-10-2021 12:30:00	GCIV2183-A-a
5630-07	19-10-2021 09:00:00	19-10-2021 12:30:00	BIOC0430-A-a
5649-07	19-10-2021 13:30:00	19-10-2021 17:30:00	CHIM0664-A-a
5651-07	19-10-2021 13:30:00	19-10-2021 17:30:00	CHIM0695-A-b
5712-07	19-10-2021 08:30:00	19-10-2021 12:30:00	ELEN0047-A-a
576-07	19-10-2021 08:00:00	19-10-2021 11:00:00	SOCI1240-A-b
5768-07	19-10-2021 13:00:00	19-10-2021 15:00:00	LGER0006-A-d
5819-07	19-10-2021 13:00:00	19-10-2021 16:00:00	LANG0936-A-a
5833-07	19-10-2021 10:30:00	19-10-2021 12:30:00	VETE0432-A-d
5845-07	19-10-2021 15:45:00	19-10-2021 17:45:00	INFO2009-A-b
5847-07	19-10-2021 13:00:00	19-10-2021 17:00:00	INFO0952-A-a
5858-07	19-10-2021 10:30:00	19-10-2021 12:30:00	LANG0051-B-a
5892-07	19-10-2021 08:30:00	19-10-2021 10:30:00	LANG0130-B-a
5906-07	19-10-2021 13:45:00	19-10-2021 17:45:00	MECA0027-A-a
5939-07	19-10-2021 13:30:00	19-10-2021 17:30:00	GCIV0608-A-a
5940-07	19-10-2021 13:45:00	19-10-2021 17:45:00	AERO0001-A-a
5947-07	19-10-2021 11:00:00	19-10-2021 13:00:00	LANG0089-A-c
5952-07	19-10-2021 14:00:00	19-10-2021 16:00:00	LANG0087-A-c
5970-07	19-10-2021 08:30:00	19-10-2021 12:30:00	GCIV2058-A-a
5977-07	19-10-2021 08:30:00	19-10-2021 12:30:00	GCIV2066-A-a
598-07	19-10-2021 10:15:00	19-10-2021 12:30:00	MECA0201-A-a
6056-07	19-10-2021 09:00:00	19-10-2021 12:00:00	GEOL0006-A-d
6058-07	19-10-2021 13:45:00	19-10-2021 17:45:00	GEOL0097-A-b
6059-07	19-10-2021 13:45:00	19-10-2021 17:45:00	ARCH2007-B-a
6080-07	19-10-2021 08:30:00	19-10-2021 12:30:00	INFO2056-A-a
61-07	19-10-2021 13:00:00	19-10-2021 14:00:00	MATH0071-A-a
6110-07	19-10-2021 13:45:00	19-10-2021 17:45:00	CHIM9297-A-a
6113-07	19-10-2021 10:00:00	19-10-2021 12:00:00	CHIM9309-A-a
612-07	19-10-2021 10:45:00	19-10-2021 12:45:00	LANG5001-A-a
6266-07	19-10-2021 13:30:00	19-10-2021 14:30:00	TRAD0158-A-b
6267-07	19-10-2021 15:30:00	19-10-2021 17:30:00	TRAD0125-B-a
6277-07	19-10-2021 13:00:00	19-10-2021 15:00:00	TRAD0127-A-b
6347-07	19-10-2021 08:15:00	19-10-2021 10:15:00	BIOL0003-A-a
6352-07	19-10-2021 15:45:00	19-10-2021 17:45:00	INFO2009-A-b
6366-07	19-10-2021 14:00:00	19-10-2021 16:00:00	LANG0051-B-a
6367-07	19-10-2021 13:30:00	19-10-2021 15:30:00	LANG0051-B-a
6411-07	19-10-2021 13:00:00	19-10-2021 15:00:00	PATH0030-A-a
6455-07	19-10-2021 09:00:00	19-10-2021 11:00:00	LANG0088-A-b
6471-07	19-10-2021 13:45:00	19-10-2021 17:45:00	GCIV2034-A-a
6491-07	19-10-2021 14:00:00	19-10-2021 18:00:00	ARCH0002-A-a
6555-07	19-10-2021 08:30:00	19-10-2021 12:30:00	ARCH0027-B-a
6562-07	19-10-2021 13:30:00	19-10-2021 17:30:00	GENU0018-A-c
6621-07	19-10-2021 13:45:00	19-10-2021 17:45:00	INFO9015-A-a
6751-07	19-10-2021 13:15:00	19-10-2021 15:15:00	VETE2064-A-a
6752-07	19-10-2021 15:30:00	19-10-2021 17:30:00	VETE2061-A-a
6804-07	19-10-2021 10:00:00	19-10-2021 11:00:00	TRAD0155-A-a
6813-07	19-10-2021 09:00:00	19-10-2021 11:00:00	TRAD0127-A-b
6822-07	19-10-2021 13:30:00	19-10-2021 17:30:00	CHIM9283-A-a
6838-07	19-10-2021 13:30:00	19-10-2021 15:30:00	CHIM9288-A-a
6855-07	19-10-2021 08:00:00	19-10-2021 10:00:00	BIOL2030-A-a
6969-07	19-10-2021 11:30:00	19-10-2021 13:30:00	TRAD0158-B-b
6975-07	19-10-2021 13:30:00	19-10-2021 15:30:00	TRAD0155-B-a
6983-07	19-10-2021 11:00:00	19-10-2021 13:00:00	TRAD0206-B-a
6986-07	19-10-2021 15:45:00	19-10-2021 17:45:00	VETE2077-A-a
6989-07	19-10-2021 09:00:00	19-10-2021 11:00:00	TRAD0207-A-a
707-07	19-10-2021 11:00:00	19-10-2021 13:00:00	HAAR0165-A-a
7139-07	19-10-2021 08:00:00	19-10-2021 12:30:00	NERF0537-H-a
7184-07	19-10-2021 14:00:00	19-10-2021 16:00:00	PSYC5862-A-a
7240-07	19-10-2021 10:30:00	19-10-2021 12:30:00	BIOL0006-A-b
7260-07	19-10-2021 13:30:00	19-10-2021 15:30:00	BIOL0006-A-b
7261-07	19-10-2021 15:45:00	19-10-2021 17:45:00	BIOL0006-A-b
7354-07	19-10-2021 13:30:00	19-10-2021 15:30:00	BIOL0006-A-b
7392-07	19-10-2021 09:00:00	19-10-2021 18:00:00	GRBE0001-A-a
7427-07	19-10-2021 10:30:00	19-10-2021 12:30:00	CHIM0254-A-a
7477-07	19-10-2021 13:30:00	19-10-2021 15:30:00	KINE0647-B-a
7532-07	19-10-2021 15:45:00	19-10-2021 17:45:00	PHYS2012-A-a
760-07	19-10-2021 10:30:00	19-10-2021 12:30:00	MATH0002-A-d
7610-07	19-10-2021 13:30:00	19-10-2021 15:30:00	PHYS0986-A-a
765-07	19-10-2021 13:30:00	19-10-2021 16:30:00	CHIM0330-A-c
7684-07	19-10-2021 13:30:00	19-10-2021 15:30:00	PHYS0930-A-a
7692-07	19-10-2021 15:45:00	19-10-2021 17:45:00	BIOL0006-A-b
7739-07	19-10-2021 08:00:00	19-10-2021 10:00:00	DROI1108-A-a
7743-07	19-10-2021 13:30:00	19-10-2021 15:30:00	BIOL0006-A-b
7744-07	19-10-2021 15:45:00	19-10-2021 17:45:00	BIOL0006-A-b
7770-07	19-10-2021 16:00:00	19-10-2021 18:00:00	CHIM0254-A-a
78-07	19-10-2021 09:30:00	19-10-2021 11:00:00	SOCI0078-A-b
795-07	19-10-2021 16:00:00	19-10-2021 18:00:00	DROI1106-A-a
8141-07	19-10-2021 15:30:00	19-10-2021 17:30:00	VETE0004-A-c
822-07	19-10-2021 10:30:00	19-10-2021 12:00:00	DROI8018-A-a
824-07	19-10-2021 08:00:00	19-10-2021 10:30:00	DROI1297-A-a
8304-07	19-10-2021 13:00:00	19-10-2021 17:00:00	KINE1009-A-a
852-07	19-10-2021 15:15:00	19-10-2021 17:15:00	INFO2043-A-a
8623-07	19-10-2021 08:15:00	19-10-2021 10:15:00	RESP0120-6
864-07	19-10-2021 08:15:00	19-10-2021 10:15:00	LANG2941-A-a
865-07	19-10-2021 10:30:00	19-10-2021 12:30:00	GEST3054-A-a
8771-07	19-10-2021 14:00:00	19-10-2021 16:00:00	VETE0432-A-d
879-07	19-10-2021 13:30:00	19-10-2021 16:30:00	LANG1951-A-a
8830-07	19-10-2021 09:00:00	19-10-2021 11:00:00	OCEA0082-B-a
8932-07	19-10-2021 19:00:00	19-10-2021 21:00:00	PCER0037-A-a
8984-07	19-10-2021 17:00:00	19-10-2021 19:00:00	LOGO1126-A-b
8995-07	19-10-2021 13:00:00	19-10-2021 16:00:00	GEOG0037-A-a
9062-07	19-10-2021 11:00:00	19-10-2021 13:00:00	CHIM0724-A-a
9076-07	19-10-2021 15:45:00	19-10-2021 17:45:00	GENE0431-A-a
9079-07	19-10-2021 10:15:00	19-10-2021 12:15:00	MATH0071-C-a
9089-07	19-10-2021 10:00:00	19-10-2021 12:00:00	SOCI9008-A-a
912-07	19-10-2021 08:15:00	19-10-2021 12:15:00	ARCH3326-A-a
9214-07	19-10-2021 12:00:00	19-10-2021 14:00:00	TRAD0102-B-a
9215-07	19-10-2021 14:00:00	19-10-2021 16:00:00	TRAD0110-A-a
924-07	19-10-2021 18:15:00	19-10-2021 21:15:00	GEST0368-B-a
925-07	19-10-2021 18:00:00	19-10-2021 21:00:00	FINA0017-A-a
9260-07	19-10-2021 13:30:00	19-10-2021 15:30:00	VETE0464-A-a
936-07	19-10-2021 08:15:00	19-10-2021 17:30:00	ARCH0567-A-a
9373-07	19-10-2021 10:30:00	19-10-2021 12:30:00	VETE2105-A-a
9526-07	19-10-2021 08:30:00	19-10-2021 10:00:00	PHYS2009-A-a
9548-07	19-10-2021 10:30:00	19-10-2021 12:30:00	BIOL2038-A-a
9587-07	19-10-2021 09:00:00	19-10-2021 12:00:00	CHIM9263-A-a
9592-07	19-10-2021 08:30:00	19-10-2021 12:30:00	PHYS3018-A-a
9622-07	19-10-2021 13:00:00	19-10-2021 16:00:00	DROI8011-A-d
9679-07	19-10-2021 18:00:00	19-10-2021 20:00:00	ISLV0308-A-a
9718-07	19-10-2021 08:00:00	19-10-2021 10:00:00	TRAD0103-A-a
9720-07	19-10-2021 16:00:00	19-10-2021 18:00:00	TRAD0076-A-a
9721-07	19-10-2021 16:00:00	19-10-2021 18:00:00	TRAD0202-A-a
9762-07	19-10-2021 13:30:00	19-10-2021 16:30:00	PHYS1985-A-a
9920-07	19-10-2021 10:30:00	19-10-2021 12:30:00	BIOC9242-A-a
9965-07	19-10-2021 14:00:00	19-10-2021 17:00:00	OCEA0229-B-a
9978-07	19-10-2021 11:15:00	19-10-2021 13:15:00	OCEA0081-A-a
9992-07	19-10-2021 14:00:00	19-10-2021 18:00:00	GENE0448-A-a
